2,50,0.024954938888549806
2,100,0.11210885047912597
2,200,0.5875486373901367
2,300,1.460893726348877
2,400,3.5766188144683837
2,500,6.575584983825683
2,1000,44.00851397514343
5,50,0.05011682510375977
5,100,0.22548608779907225
5,200,1.1622756958007812
5,300,2.9510440826416016
5,400,6.444849157333374
5,500,11.418459272384643
5,1000,76.54955048561096
10,50,0.07664246559143066
10,100,0.33800015449523924
10,200,1.404425859451294
10,300,4.233687877655029
10,400,8.36022400856018
10,500,14.609422063827514
10,1000,96.90874123573303
50,50,0.22035727500915528
50,100,1.0242835998535156
50,200,4.849593448638916
50,300,11.444824934005737
50,400,23.11246476173401
50,500,37.870432233810426
50,1000,182.96825318336488